"ID";"Description";"setSize";"enrichmentScore";"NES";"pvalue";"p.adjust";"qvalue";"rank";"leading_edge";"core_enrichment";"Class"
"GO:0045333";"GO:0045333";"cellular respiration";292;0.460876477425333;1.92969967987379;1e-10;4.49230769230769e-08;3.8753036437247e-08;3340;"tags=50%, list=22%, signal=39%";"MT-ND1/MT-ND4L/MT-CO3/NDUFV2/ZBTB7A/ATP5F1E/APP/COX7A2L/ETFA/RHOA/MT-CO2/MT-ND6/MT-ND2/UQCR11/MT-CYB/MT-ND4/IDH2/UQCRC1/NDUFB11/NDUFS4/NDUFAB1/NDUFA2/MT-ND3/MT-ND5/COX7C/CHCHD2/NDUFA3/ETFB/NDUFB9/ATP5F1A/NDUFA13/COX7A2/FBP1/CAT/ATP5PD/NDUFB5/PKM/ISCU/ATP5F1B/BLOC1S1/PDHB/EP300/NDUFB10/SDHA/UCP2/NDUFS6/NDUFS7/COX6A1/IDH3B/COX8A/COX4I1/NDUFA8/MPC2/ATP5F1D/ATP5IF1/NDUFA11/NDUFA7/UQCRQ/MDH2/NDUFA5/NOP53/COX6C/MT-ATP6/UQCR10/NDUFV3/ATP5MF/UQCC2/HK1/UQCRB/NDUFS3/ATP5ME/VPS54/SUCLG2/COX6B1/OGDH/NDUFA1/GPI/NDUFC1/ATP5MG/TRAP1/NDUFA9/NDUFB6/MTCH2/NDUFC2/PPIF/NDUFB2/STOML2/NDUFS8/VCP/GIT1/BCKDK/NDUFB7/ENO1/PRKACA/FH/ACO2/HK2/SDHB/IFNAR1/SURF1/NDUFB1/MTLN/NDUFS5/INSR/PRKAG1/COX7B/ATP5F1C/SUCLG1/COX5B/STAT3/IL10RB/IER3/IDH1/BCL2L13/NDUFA12/PDK4/ADSL/NNT/DDIT4/PGAM1/HDAC4/MDH1/LIPA/ATP5PF/PDK1/COQ10B/PGK1/PDK3/SCO2/C2orf69/PRKAG2/ARL2/NDUFB3/NDUFB4/OPN3/COL6A1/CISD1/SLC25A25/SHMT2/MTOR/DLAT/BID/CYCS/ATP5PB/ATP7A";"BP"
"GO:0006091";"GO:0006091";"generation of precursor metabolites and energy";425;0.441725992627192;1.91230902770193;1e-10;4.49230769230769e-08;3.8753036437247e-08;3020;"tags=43%, list=20%, signal=35%";"CYB561/MT-ND1/MT-ND4L/MT-CO3/NDUFV2/ZBTB7A/ATP5F1E/APP/COX7A2L/ETFA/RHOA/MT-CO2/MT-ND6/MT-ND2/UQCR11/MT-CYB/MT-ND4/IDH2/UQCRC1/COMT/NDUFB11/NDUFS4/NDUFAB1/NDUFA2/MT-ND3/MT-ND5/COX7C/CHCHD2/PPP1CB/NDUFA3/PPP1CA/ETFB/NDUFB9/ATP5F1A/NDUFA13/COX7A2/FBP1/CAT/TP53/ATP5PD/NDUFB5/WDR45B/PKM/AKT2/ISCU/ATP5F1B/BLOC1S1/PDHB/EP300/PPP1R3B/NDUFB10/SDHA/UCP2/G6PD/NDUFS6/NDUFS7/COX6A1/IDH3B/COX8A/COX4I1/NDUFA8/MPC2/ATP5F1D/ATP5IF1/NDUFA11/NDUFA7/UQCRQ/MDH2/NDUFA5/NOP53/COX6C/MT-ATP6/UQCR10/NDUFV3/ATP5MF/CXXC5/UQCC2/HK1/UQCRB/NDUFS3/ATP5ME/VPS54/SUCLG2/COX6B1/OGDH/PDIA5/NDUFA1/GPI/NDUFC1/ATP5MG/TRAP1/NDUFA9/NDUFB6/MTCH2/NDUFC2/POR/PPP1CC/PGD/COX17/ACAT1/WIPI1/PPIF/NDUFB2/ATG12/STOML2/ACOX1/NDUFS8/PGLS/VCP/GIT1/BCKDK/NDUFB7/ENO1/WIPI2/MCU/PRKACA/FH/ACO2/HK2/GSK3A/SDHB/DYRK2/IFNAR1/SURF1/NDUFB1/MTLN/NDUFS5/INSR/TALDO1/SELENOS/PRKAG1/COX7B/ATP5F1C/SUCLG1/OXCT1/COX5B/STAT3/IL10RB/MCUR1/IER3/IDH1/BCL2L13/ATG3/THAP11/UGP2/NDUFA12/PDK4/FECH/ADSL/PER2/NNT/DDIT4/SLC25A4/PGAM1/HDAC4/ATG2B/MDH1/GYS1/PRPS2/LIPA/ATP5PF/HMGCL/PDK1/COQ10B/WDR45/NDOR1/PGK1/PDK3/SCO2/RPIA/C2orf69/PHLDA2/PRKAG2/ARL2/PHKA1/NDUFB3/NDUFB4/RBPJ/OPN3/ENPP1/DERA";"BP"
"GO:0015980";"GO:0015980";"energy derivation by oxidation of organic compounds";373;0.434292275737522;1.85467051502594;1e-10;4.49230769230769e-08;3.8753036437247e-08;3017;"tags=42%, list=20%, signal=35%";"MT-ND1/MT-ND4L/MT-CO3/NDUFV2/ZBTB7A/ATP5F1E/APP/COX7A2L/ETFA/RHOA/MT-CO2/MT-ND6/MT-ND2/UQCR11/MT-CYB/MT-ND4/IDH2/UQCRC1/COMT/NDUFB11/NDUFS4/NDUFAB1/NDUFA2/MT-ND3/MT-ND5/COX7C/CHCHD2/PPP1CB/NDUFA3/PPP1CA/ETFB/NDUFB9/ATP5F1A/NDUFA13/COX7A2/FBP1/CAT/TP53/ATP5PD/NDUFB5/WDR45B/PKM/AKT2/ISCU/ATP5F1B/BLOC1S1/PDHB/EP300/PPP1R3B/NDUFB10/SDHA/UCP2/NDUFS6/NDUFS7/COX6A1/IDH3B/COX8A/COX4I1/NDUFA8/MPC2/ATP5F1D/ATP5IF1/NDUFA11/NDUFA7/UQCRQ/MDH2/NDUFA5/NOP53/COX6C/MT-ATP6/UQCR10/NDUFV3/ATP5MF/UQCC2/HK1/UQCRB/NDUFS3/ATP5ME/VPS54/SUCLG2/COX6B1/OGDH/NDUFA1/GPI/NDUFC1/ATP5MG/TRAP1/NDUFA9/NDUFB6/MTCH2/NDUFC2/PPP1CC/WIPI1/PPIF/NDUFB2/ATG12/STOML2/NDUFS8/VCP/GIT1/BCKDK/NDUFB7/ENO1/WIPI2/PRKACA/FH/ACO2/HK2/GSK3A/SDHB/DYRK2/IFNAR1/SURF1/NDUFB1/MTLN/NDUFS5/INSR/SELENOS/PRKAG1/COX7B/ATP5F1C/SUCLG1/COX5B/STAT3/IL10RB/IER3/IDH1/BCL2L13/ATG3/UGP2/NDUFA12/PDK4/ADSL/PER2/NNT/DDIT4/PGAM1/HDAC4/ATG2B/MDH1/GYS1/LIPA/ATP5PF/PDK1/COQ10B/WDR45/PGK1/PDK3/SCO2/C2orf69/PHLDA2/PRKAG2/ARL2/PHKA1/NDUFB3/NDUFB4/OPN3/ENPP1";"BP"
"GO:0019646";"GO:0019646";"aerobic electron transport chain";79;0.663217221773123;2.35926446225825;1.14856566272653e-10;4.79115962165923e-08;4.13310921940539e-08;2064;"tags=68%, list=14%, signal=59%";"MT-ND1/MT-ND4L/MT-CO3/NDUFV2/COX7A2L/MT-CO2/MT-ND6/MT-ND2/UQCR11/MT-CYB/MT-ND4/UQCRC1/NDUFS4/NDUFAB1/NDUFA2/MT-ND3/MT-ND5/COX7C/NDUFA3/NDUFB9/COX7A2/NDUFB5/ISCU/NDUFB10/SDHA/NDUFS6/NDUFS7/COX6A1/COX8A/COX4I1/NDUFA8/NDUFA11/NDUFA7/UQCRQ/NDUFA5/COX6C/UQCR10/NDUFV3/UQCRB/NDUFS3/COX6B1/NDUFA1/NDUFC1/NDUFA9/NDUFB6/NDUFC2/NDUFB2/NDUFS8/NDUFB7/SDHB/NDUFB1/NDUFS5/COX7B/COX5B";"BP"
"GO:0097237";"GO:0097237";"cellular response to toxic substance";105;0.602327091733482;2.23085470395171;1.74231330123438e-10;6.78340645280584e-08;5.85172734014578e-08;2785;"tags=38%, list=19%, signal=31%";"GPX4/SELENOW/NQO1/PRDX2/MGST1/GSR/GSTK1/TXNDC17/FIS1/CAT/SOD1/PRXL2A/PRDX6/MGST2/SELENOF/TXNRD1/APOE/RDH11/SELENOT/PNKD/PRDX3/TP53INP1/DHFR/ABCB6/ADH5/SELENOS/AKR1A1/PRDX1/MGST3/ALDH2/HAGH/PRDX4/LANCL1/MB/SESN1/SRXN1/NNT/GSTZ1/SLC39A8/RAB29";"BP"
"GO:0006163";"GO:0006163";"purine nucleotide metabolic process";381;0.418104923774059;1.79109236543555;2.08748437878565e-10;7.61931798256762e-08;6.57282910320271e-08;3163;"tags=39%, list=21%, signal=31%";"TMSB4X/MT-ND1/MT-ND4L/DCXR/NDUFV2/ZBTB7A/NME4/ATP5F1E/HSPA8/APP/ATP5MC2/MT-ND6/MT-ND2/MT-ND4/APRT/IDH2/GUK1/NDUFB11/NDUFS4/NDUFAB1/NDUFA2/MT-ND3/MT-ND5/NDUFA3/NDUFB9/ATP5F1A/FIS1/NDUFA13/FBP1/PAPSS1/TP53/ATP5PD/NDUFB5/HSPA1A/GPD2/PKM/ATP5F1B/EP300/NDUFB10/SDHA/UCP2/G6PD/NDUFS6/NDUFS7/NDUFA8/GOT2/ATP5F1D/ATP5IF1/NDUFA11/NDUFA7/MDH2/NDUFA5/MT-ATP6/HINT1/NDUFV3/ATP5MF/ATP5MC3/ATP6V1A/TSPO/HK1/NDUFS3/GMPS/NME2/PNP/ATP5ME/OGDH/NDUFA1/GPI/NDUFC1/ATP5MG/NME1/NDUFA9/NUDT16/NDUFB6/MTCH2/NDUFC2/GNAI3/PGD/ATP1B1/IMPDH2/NUDT5/GUCY1A1/NDUFB2/STOML2/CLPX/NDUFS8/PGLS/VCP/GIT1/NDUFB7/ENO1/GART/PRKACA/HK2/ATP6V1B2/ATP6V0C/SDHB/NUDT9/SLC25A11/NDUFB1/ENTPD7/NDUFS5/INSR/TALDO1/PARP1/PRKAG1/GMPR2/ATP5F1C/MAP2K1/BPNT1/STAT3/IER3/IDH1/BCL2L13/DNPH1/NDUFA12/PARP9/ADSL/AK1/PDE4B/NNT/DDIT4/PGAM1/HDAC4/MDH1/PRPS2/LIPA/NADK2/ATP5PF/PGK1/SAMHD1/RPIA/BAD/ATP5MC1/PRKAG2/DCK/ARL2/NDUFB3/DMAC2L/NAMPT/NDUFB4/ENPP1/DERA/COL6A1/NAXD/EFL1/ADCY3/SLC25A25";"BP"
"GO:0042773";"GO:0042773";"ATP synthesis coupled electron transport";86;0.632836502828214;2.28066803707655;2.79464023999883e-10;9.06705500088508e-08;7.82172408692069e-08;2064;"tags=65%, list=14%, signal=56%";"MT-ND1/MT-ND4L/MT-CO3/NDUFV2/COX7A2L/MT-CO2/MT-ND6/MT-ND2/UQCR11/MT-CYB/MT-ND4/UQCRC1/NDUFS4/NDUFAB1/NDUFA2/MT-ND3/MT-ND5/COX7C/CHCHD2/NDUFA3/NDUFB9/COX7A2/NDUFB5/ISCU/NDUFB10/SDHA/NDUFS6/NDUFS7/COX6A1/COX8A/COX4I1/NDUFA8/NDUFA11/NDUFA7/UQCRQ/NDUFA5/COX6C/UQCR10/NDUFV3/UQCRB/NDUFS3/COX6B1/NDUFA1/NDUFC1/NDUFA9/NDUFB6/MTCH2/NDUFC2/NDUFB2/NDUFS8/NDUFB7/SDHB/NDUFB1/NDUFS5/COX7B/COX5B";"BP"
"GO:0042775";"GO:0042775";"mitochondrial ATP synthesis coupled electron transport";86;0.632836502828214;2.28066803707655;2.79464023999883e-10;9.06705500088508e-08;7.82172408692069e-08;2064;"tags=65%, list=14%, signal=56%";"MT-ND1/MT-ND4L/MT-CO3/NDUFV2/COX7A2L/MT-CO2/MT-ND6/MT-ND2/UQCR11/MT-CYB/MT-ND4/UQCRC1/NDUFS4/NDUFAB1/NDUFA2/MT-ND3/MT-ND5/COX7C/CHCHD2/NDUFA3/NDUFB9/COX7A2/NDUFB5/ISCU/NDUFB10/SDHA/NDUFS6/NDUFS7/COX6A1/COX8A/COX4I1/NDUFA8/NDUFA11/NDUFA7/UQCRQ/NDUFA5/COX6C/UQCR10/NDUFV3/UQCRB/NDUFS3/COX6B1/NDUFA1/NDUFC1/NDUFA9/NDUFB6/MTCH2/NDUFC2/NDUFB2/NDUFS8/NDUFB7/SDHB/NDUFB1/NDUFS5/COX7B/COX5B";"BP"
"GO:1990748";"GO:1990748";"cellular detoxification";94;0.616901632731815;2.24095468249318;3.09233660177188e-10;9.50486618649884e-08;8.19940331084778e-08;2785;"tags=41%, list=19%, signal=34%";"GPX4/SELENOW/NQO1/PRDX2/MGST1/GSR/GSTK1/TXNDC17/CAT/SOD1/PRXL2A/PRDX6/MGST2/SELENOF/TXNRD1/APOE/RDH11/SELENOT/PNKD/PRDX3/TP53INP1/DHFR/ABCB6/ADH5/SELENOS/AKR1A1/PRDX1/MGST3/ALDH2/HAGH/PRDX4/LANCL1/MB/SESN1/SRXN1/NNT/GSTZ1/SLC39A8/RAB29";"BP"
"GO:0009144";"GO:0009144";"purine nucleoside triphosphate metabolic process";235;0.475736776046169;1.94330033108806;3.4265118930571e-10;1.00054147277267e-07;8.63120311587962e-08;3357;"tags=50%, list=22%, signal=40%";"TMSB4X/MT-ND1/MT-ND4L/NDUFV2/ZBTB7A/NME4/ATP5F1E/HSPA8/APP/ATP5MC2/MT-ND6/MT-ND2/MT-ND4/GUK1/NDUFB11/NDUFS4/NDUFAB1/NDUFA2/MT-ND3/MT-ND5/NDUFA3/NDUFB9/ATP5F1A/FIS1/NDUFA13/FBP1/ATP5PD/NDUFB5/HSPA1A/PKM/ATP5F1B/EP300/NDUFB10/SDHA/UCP2/NDUFS6/NDUFS7/NDUFA8/ATP5F1D/ATP5IF1/NDUFA11/NDUFA7/NDUFA5/MT-ATP6/NDUFV3/ATP5MF/ATP5MC3/ATP6V1A/TSPO/HK1/NDUFS3/NME2/ATP5ME/OGDH/NDUFA1/GPI/NDUFC1/ATP5MG/NME1/NDUFA9/NUDT16/NDUFB6/MTCH2/NDUFC2/GNAI3/ATP1B1/IMPDH2/NUDT5/NDUFB2/STOML2/CLPX/NDUFS8/VCP/GIT1/NDUFB7/ENO1/PRKACA/HK2/ATP6V1B2/ATP6V0C/SDHB/NDUFB1/ENTPD7/NDUFS5/INSR/PARP1/PRKAG1/ATP5F1C/MAP2K1/STAT3/IER3/BCL2L13/NDUFA12/AK1/DDIT4/PGAM1/HDAC4/LIPA/ATP5PF/PGK1/SAMHD1/BAD/ATP5MC1/PRKAG2/ARL2/NDUFB3/DMAC2L/NDUFB4/ENPP1/COL6A1/EFL1/SLC25A25/MTOR/BLOC1S6/ATP5PB/ATP7A/GTPBP1/NUDT15";"BP"
"GO:0022900";"GO:0022900";"electron transport chain";110;0.581943736628289;2.17214922916732;4.00830299002049e-10;1.0804643789311e-07;9.32066063007256e-08;1802;"tags=55%, list=12%, signal=48%";"CYB561/MT-ND1/MT-ND4L/MT-CO3/NDUFV2/COX7A2L/ETFA/MT-CO2/MT-ND6/MT-ND2/UQCR11/MT-CYB/MT-ND4/UQCRC1/NDUFS4/NDUFAB1/NDUFA2/MT-ND3/MT-ND5/COX7C/CHCHD2/NDUFA3/ETFB/NDUFB9/COX7A2/NDUFB5/ISCU/NDUFB10/SDHA/NDUFS6/NDUFS7/COX6A1/COX8A/COX4I1/NDUFA8/NDUFA11/NDUFA7/UQCRQ/NDUFA5/COX6C/UQCR10/NDUFV3/UQCRB/NDUFS3/VPS54/COX6B1/PDIA5/NDUFA1/NDUFC1/NDUFA9/NDUFB6/MTCH2/NDUFC2/POR/NDUFB2/NDUFS8/NDUFB7/SDHB/NDUFB1/NDUFS5";"BP"
